city,acquisition_source,month,sessions,conversions,revenue,conversion_rate,ad_spend,roas,avg_order_value
Tangerang,Direct,2024-09,17,1,290.27,0.0588,29.18,9.95,290.27
Tangerang,Direct,2024-10,21,2,556.87,0.0952,37.1,15.01,278.44
Tangerang,Direct,2024-11,18,2,588.65,0.1111,35.76,16.46,294.32
Tangerang,Direct,2024-12,24,2,557.61,0.0833,53.72,10.38,278.81
Tangerang,Referral,2024-01,11,1,268.32,0.0909,18.9,14.2,268.32
Tangerang,Referral,2024-02,10,1,272.13,0.1,21.18,12.85,272.13
Tangerang,Referral,2024-03,12,1,266.11,0.0833,23.44,11.35,266.11
Tangerang,Referral,2024-04,12,1,273.83,0.0833,22.24,12.31,273.83
Tangerang,Referral,2024-05,12,1,269.86,0.0833,18.57,14.53,269.86
Tangerang,Referral,2024-06,12,1,282.1,0.0833,15.8,17.85,282.1
Tangerang,Referral,2024-07,13,1,290.51,0.0769,26.52,10.95,290.51
Tangerang,Referral,2024-08,14,2,572.57,0.1429,45.41,12.61,286.29
Tangerang,Referral,2024-09,14,2,553.51,0.1429,61.84,8.95,276.75
Tangerang,Referral,2024-10,15,2,577.25,0.1333,57.73,10.0,288.62
Tangerang,Referral,2024-11,16,2,571.58,0.125,55.69,10.26,285.79
Tangerang,Referral,2024-12,20,2,569.17,0.1,35.35,16.1,284.58
