session_id,customer_id,session_date,acquisition_source,device,city,pages_viewed,session_duration_sec,converted,bounced,segment
SESS0008079,CUST00430,2024-11-22,Email,Mobile,Palembang,4,1063,0,0,At Risk
SESS0008080,CUST01909,2024-05-05,Paid Search,Desktop,Palembang,18,1075,0,0,New
SESS0008081,CUST01023,2024-07-01,Email,Mobile,Medan,18,95,0,0,New
SESS0008082,CUST01839,2024-12-02,Referral,Desktop,Jakarta,5,1180,0,0,At Risk
SESS0008083,CUST00035,2024-10-24,Direct,Tablet,Semarang,4,779,0,0,Lost
SESS0008084,CUST01038,2024-01-18,Social Media,Mobile,Semarang,18,570,0,0,At Risk
SESS0008085,CUST01338,2024-11-03,Referral,Mobile,Bandung,17,652,0,0,Champions
SESS0008086,CUST01844,2024-03-04,Organic,Desktop,Jakarta,3,1029,0,0,New
SESS0008087,CUST01561,2024-11-09,Social Media,Desktop,Bali,10,1201,0,0,Loyal
SESS0008088,CUST01611,2024-12-28,Paid Search,Tablet,Surabaya,1,1145,1,0,New
SESS0008089,CUST00674,2024-08-23,Paid Search,Mobile,Jakarta,2,174,0,0,New
SESS0008090,CUST00717,2024-07-02,Organic,Mobile,Medan,3,701,0,0,At Risk
SESS0008091,CUST01819,2024-03-05,Referral,Mobile,Jakarta,14,762,1,0,At Risk
SESS0008092,CUST00201,2024-06-15,Email,Mobile,Bali,3,817,0,0,Loyal
SESS0008093,CUST01969,2024-09-01,Organic,Mobile,Jakarta,15,1649,0,0,Lost
SESS0008094,CUST01185,2024-12-17,Organic,Mobile,Bandung,11,266,1,0,Champions
SESS0008095,CUST00838,2024-08-26,Social Media,Desktop,Jakarta,4,549,1,0,At Risk
SESS0008096,CUST00009,2024-08-07,Direct,Desktop,Jakarta,17,1702,0,0,Lost
SESS0008097,CUST01065,2024-07-23,Organic,Mobile,Bali,17,836,0,0,New
SESS0008098,CUST01408,2024-07-12,Paid Search,Mobile,Medan,12,511,0,0,Loyal
SESS0008099,CUST00454,2024-03-23,Paid Search,Tablet,Surabaya,13,562,0,0,At Risk
SESS0008100,CUST01024,2024-06-26,Social Media,Mobile,Jakarta,17,1789,0,0,Loyal
SESS0008101,CUST00775,2024-05-20,Organic,Mobile,Jakarta,5,1137,1,0,New
SESS0008102,CUST00740,2024-05-20,Email,Tablet,Jakarta,12,853,0,0,At Risk
SESS0008103,CUST00958,2024-09-08,Direct,Mobile,Surabaya,18,800,0,0,Loyal
SESS0008104,CUST00567,2024-02-22,Organic,Desktop,Jakarta,14,1794,0,0,Lost
SESS0008105,CUST01299,2024-02-13,Social Media,Mobile,Jakarta,17,413,0,0,Champions
SESS0008106,CUST00920,2024-09-21,Social Media,Desktop,Jakarta,11,1137,1,0,Lost
SESS0008107,CUST01712,2024-09-29,Direct,Desktop,Semarang,14,1278,0,0,Champions
SESS0008108,CUST01575,2024-01-16,Social Media,Desktop,Medan,9,1343,0,0,Loyal
SESS0008109,CUST01366,2024-12-25,Paid Search,Mobile,Medan,9,786,0,0,Champions
SESS0008110,CUST00371,2024-05-22,Paid Search,Mobile,Jakarta,1,886,0,0,New
SESS0008111,CUST00532,2024-09-10,Organic,Desktop,Makassar,11,382,1,0,New
SESS0008112,CUST00018,2024-05-09,Paid Search,Mobile,Jakarta,4,624,0,0,New
SESS0008113,CUST01552,2024-06-25,Organic,Mobile,Semarang,16,652,0,0,Lost
SESS0008114,CUST01237,2024-12-15,Social Media,Mobile,Medan,11,1140,0,0,At Risk
SESS0008115,CUST01073,2024-03-01,Organic,Mobile,Surabaya,1,1022,0,0,Champions
SESS0008116,CUST01207,2024-02-13,Social Media,Mobile,Makassar,7,796,0,0,At Risk
SESS0008117,CUST01230,2024-01-16,Organic,Mobile,Semarang,11,467,1,0,Champions
SESS0008118,CUST00705,2024-08-07,Social Media,Desktop,Jakarta,9,350,1,0,Loyal
SESS0008119,CUST00548,2024-10-31,Email,Mobile,Surabaya,16,713,1,0,New
SESS0008120,CUST00352,2024-07-24,Organic,Mobile,Bandung,8,1541,0,0,Loyal
SESS0008121,CUST00682,2024-12-25,Organic,Mobile,Jakarta,1,568,1,0,At Risk
SESS0008122,CUST01561,2024-09-20,Email,Mobile,Bali,9,663,0,0,Loyal
SESS0008123,CUST00472,2024-10-04,Paid Search,Mobile,Makassar,18,1108,0,0,New
SESS0008124,CUST01070,2024-05-28,Paid Search,Mobile,Jakarta,7,438,0,0,New
SESS0008125,CUST01673,2024-07-28,Organic,Desktop,Surabaya,11,1672,0,0,New
SESS0008126,CUST00447,2024-07-27,Paid Search,Desktop,Makassar,7,1242,1,0,Loyal
SESS0008127,CUST01393,2024-10-10,Organic,Mobile,Medan,6,250,0,0,Loyal
SESS0008128,CUST00268,2024-04-14,Organic,Tablet,Medan,13,1111,0,0,Champions
SESS0008129,CUST00021,2024-03-27,Referral,Mobile,Jakarta,5,1080,0,0,Lost
SESS0008130,CUST01035,2024-10-25,Organic,Mobile,Jakarta,4,1298,0,0,Lost
SESS0008131,CUST00782,2024-04-08,Direct,Desktop,Makassar,18,476,0,0,At Risk
SESS0008132,CUST00491,2024-12-04,Organic,Desktop,Surabaya,8,1136,0,0,New
SESS0008133,CUST00535,2024-12-08,Paid Search,Mobile,Surabaya,5,335,1,0,Lost
SESS0008134,CUST00830,2024-02-28,Social Media,Mobile,Jakarta,9,506,0,0,Loyal
SESS0008135,CUST01026,2024-04-21,Paid Search,Mobile,Palembang,12,275,0,0,At Risk
SESS0008136,CUST01000,2024-03-04,Email,Mobile,Bandung,13,78,0,0,Lost
SESS0008137,CUST01482,2024-05-23,Referral,Desktop,Bali,13,267,1,0,Champions
SESS0008138,CUST01134,2024-07-07,Paid Search,Mobile,Jakarta,13,979,0,0,Loyal
SESS0008139,CUST01402,2024-11-08,Organic,Mobile,Semarang,11,816,0,0,Loyal
SESS0008140,CUST00147,2024-08-22,Paid Search,Mobile,Jakarta,8,1228,0,0,Champions
SESS0008141,CUST01651,2024-01-08,Email,Desktop,Bandung,17,414,0,0,New
SESS0008142,CUST00472,2024-09-08,Organic,Mobile,Makassar,7,975,1,0,New
SESS0008143,CUST01139,2024-04-20,Paid Search,Desktop,Jakarta,13,1582,0,0,Champions
SESS0008144,CUST00328,2024-07-14,Organic,Tablet,Surabaya,17,624,0,0,Lost
SESS0008145,CUST00498,2024-07-22,Social Media,Mobile,Bali,4,901,0,0,At Risk
SESS0008146,CUST00827,2024-09-10,Email,Mobile,Makassar,6,457,1,0,At Risk
SESS0008147,CUST01410,2024-04-13,Social Media,Desktop,Surabaya,4,551,0,0,At Risk
SESS0008148,CUST00366,2024-11-18,Paid Search,Mobile,Bali,4,739,1,0,Loyal
SESS0008149,CUST01001,2024-08-21,Social Media,Mobile,Surabaya,4,131,0,0,Lost
SESS0008150,CUST01784,2024-06-08,Direct,Tablet,Jakarta,2,1364,1,0,Loyal
SESS0008151,CUST00059,2024-09-08,Direct,Mobile,Jakarta,18,618,0,0,Lost
SESS0008152,CUST00323,2024-05-15,Social Media,Desktop,Medan,13,1289,0,0,New
SESS0008153,CUST01097,2024-04-06,Paid Search,Mobile,Jakarta,5,429,0,0,At Risk
SESS0008154,CUST00378,2024-12-05,Referral,Mobile,Makassar,10,1270,1,0,At Risk
SESS0008155,CUST00193,2024-09-04,Social Media,Desktop,Jakarta,1,397,0,0,At Risk
SESS0008156,CUST01631,2024-03-10,Organic,Desktop,Bali,18,968,0,0,Lost
SESS0008157,CUST00249,2024-10-07,Paid Search,Desktop,Surabaya,7,229,0,0,At Risk
SESS0008158,CUST00488,2024-04-25,Social Media,Mobile,Bali,12,1358,0,0,At Risk
SESS0008159,CUST01918,2024-10-28,Organic,Desktop,Bandung,6,1743,0,0,At Risk
SESS0008160,CUST01943,2024-11-02,Organic,Mobile,Yogyakarta,16,1110,0,0,At Risk
SESS0008161,CUST01483,2024-05-19,Email,Tablet,Bandung,15,695,0,0,At Risk
SESS0008162,CUST01686,2024-09-08,Social Media,Desktop,Jakarta,6,807,0,0,Loyal
SESS0008163,CUST01296,2024-08-24,Organic,Mobile,Jakarta,18,1057,0,0,Champions
SESS0008164,CUST01613,2024-10-09,Organic,Mobile,Bali,18,1410,0,0,Loyal
SESS0008165,CUST00343,2024-05-16,Email,Desktop,Depok,14,1198,0,0,Champions
SESS0008166,CUST00569,2024-11-11,Paid Search,Mobile,Jakarta,15,514,0,0,Lost
SESS0008167,CUST01589,2024-03-31,Organic,Tablet,Surabaya,2,867,0,0,Lost
SESS0008168,CUST01198,2024-03-28,Direct,Desktop,Semarang,13,1625,0,0,Champions
SESS0008169,CUST01304,2024-02-29,Organic,Desktop,Bandung,1,501,0,0,Loyal
SESS0008170,CUST01005,2024-03-24,Organic,Mobile,Bali,18,1246,0,0,Loyal
SESS0008171,CUST00302,2024-07-21,Social Media,Mobile,Bali,8,537,0,0,At Risk
SESS0008172,CUST01982,2024-06-11,Paid Search,Desktop,Surabaya,13,326,0,0,New
SESS0008173,CUST00079,2024-11-07,Organic,Mobile,Bandung,11,1232,0,0,New
SESS0008174,CUST00346,2024-07-03,Organic,Mobile,Jakarta,3,1616,0,0,New
SESS0008175,CUST01794,2024-06-27,Organic,Mobile,Jakarta,18,336,0,0,Lost
SESS0008176,CUST00789,2024-04-20,Organic,Tablet,Bandung,11,1647,0,0,Champions
SESS0008177,CUST01735,2024-01-21,Paid Search,Mobile,Bali,12,1546,0,0,New
SESS0008178,CUST01525,2024-04-29,Email,Desktop,Jakarta,14,502,1,0,Lost
SESS0008179,CUST01640,2024-03-18,Direct,Mobile,Surabaya,13,637,0,0,Lost
SESS0008180,CUST01241,2024-08-29,Paid Search,Mobile,Jakarta,12,1275,1,0,New
SESS0008181,CUST00262,2024-03-02,Paid Search,Desktop,Bali,11,996,0,0,At Risk
SESS0008182,CUST00049,2024-09-18,Organic,Mobile,Bali,4,1081,1,0,New
SESS0008183,CUST00163,2024-08-18,Email,Tablet,Depok,13,1066,1,0,New
SESS0008184,CUST00869,2024-01-17,Referral,Tablet,Jakarta,13,1309,0,0,Loyal
SESS0008185,CUST00627,2024-01-21,Organic,Mobile,Jakarta,6,1279,1,0,Champions
SESS0008186,CUST00884,2024-07-11,Paid Search,Tablet,Jakarta,13,831,0,0,Loyal
SESS0008187,CUST01073,2024-11-09,Organic,Mobile,Surabaya,4,1471,0,0,Champions
SESS0008188,CUST01355,2024-04-02,Email,Mobile,Surabaya,9,560,0,0,Loyal
SESS0008189,CUST01809,2024-04-28,Social Media,Tablet,Bandung,11,472,0,0,Loyal
SESS0008190,CUST00832,2024-11-12,Organic,Tablet,Semarang,9,459,0,0,Lost
SESS0008191,CUST01105,2024-10-24,Organic,Mobile,Palembang,14,508,0,0,Loyal
SESS0008192,CUST01980,2024-05-01,Social Media,Mobile,Surabaya,5,1442,0,0,New
SESS0008193,CUST01014,2024-07-02,Organic,Mobile,Bandung,17,938,0,0,New
SESS0008194,CUST01441,2024-06-05,Organic,Mobile,Medan,17,300,0,0,Loyal
SESS0008195,CUST01470,2024-10-20,Organic,Mobile,Surabaya,18,281,0,0,Loyal
SESS0008196,CUST00915,2024-01-05,Social Media,Tablet,Jakarta,1,201,1,0,Champions
SESS0008197,CUST00362,2024-02-01,Paid Search,Desktop,Surabaya,16,1793,0,0,Lost
SESS0008198,CUST01120,2024-04-10,Organic,Desktop,Depok,4,284,0,0,New
SESS0008199,CUST01995,2024-10-16,Email,Mobile,Semarang,8,1669,0,0,Loyal
SESS0008200,CUST01354,2024-09-07,Referral,Mobile,Bandung,10,974,0,0,Champions
SESS0008201,CUST01156,2024-10-27,Paid Search,Mobile,Jakarta,8,1018,0,0,New
SESS0008202,CUST00345,2024-08-27,Paid Search,Desktop,Bandung,13,1096,0,0,At Risk
SESS0008203,CUST01659,2024-12-26,Email,Mobile,Bandung,10,563,0,0,New
SESS0008204,CUST01569,2024-02-27,Email,Mobile,Jakarta,1,596,0,0,Loyal
SESS0008205,CUST00999,2024-09-09,Direct,Mobile,Bali,7,791,1,0,Champions
SESS0008206,CUST00258,2024-05-31,Organic,Mobile,Depok,6,575,0,0,Loyal
SESS0008207,CUST00947,2024-03-16,Social Media,Mobile,Depok,3,512,0,0,Lost
SESS0008208,CUST00142,2024-04-08,Paid Search,Desktop,Yogyakarta,14,1722,0,0,At Risk
SESS0008209,CUST00381,2024-10-13,Paid Search,Mobile,Yogyakarta,10,734,0,0,New
SESS0008210,CUST01064,2024-10-07,Direct,Tablet,Jakarta,2,473,0,0,New
SESS0008211,CUST00057,2024-09-13,Referral,Mobile,Jakarta,2,115,0,0,At Risk
SESS0008212,CUST01680,2024-12-19,Email,Mobile,Surabaya,16,170,0,0,Loyal
SESS0008213,CUST01939,2024-04-24,Email,Mobile,Jakarta,1,1085,0,0,Loyal
SESS0008214,CUST00724,2024-07-28,Organic,Mobile,Medan,11,1279,1,0,New
SESS0008215,CUST00449,2024-05-03,Social Media,Desktop,Jakarta,6,957,1,0,Champions
SESS0008216,CUST01260,2024-07-27,Organic,Desktop,Surabaya,9,1538,0,0,Loyal
SESS0008217,CUST00225,2024-02-01,Social Media,Mobile,Yogyakarta,10,215,0,0,Loyal
SESS0008218,CUST00027,2024-03-05,Direct,Desktop,Palembang,2,1020,0,0,Lost
SESS0008219,CUST01194,2024-05-06,Social Media,Desktop,Jakarta,3,1784,0,0,New
SESS0008220,CUST01000,2024-08-19,Paid Search,Mobile,Bandung,18,806,0,0,Lost
SESS0008221,CUST00257,2024-07-01,Organic,Mobile,Yogyakarta,18,677,0,0,Lost
SESS0008222,CUST01274,2024-01-12,Organic,Mobile,Surabaya,12,1487,0,0,New
SESS0008223,CUST01831,2024-09-29,Organic,Desktop,Jakarta,13,1362,1,0,Champions
SESS0008224,CUST01213,2024-11-15,Social Media,Desktop,Surabaya,15,1275,0,0,At Risk
SESS0008225,CUST01944,2024-07-27,Social Media,Desktop,Jakarta,14,1624,0,0,New
SESS0008226,CUST01766,2024-04-07,Email,Mobile,Bali,2,852,1,0,Loyal
SESS0008227,CUST00848,2024-05-08,Organic,Tablet,Medan,16,123,0,0,New
SESS0008228,CUST01605,2024-01-10,Direct,Mobile,Bali,16,217,0,0,Lost
SESS0008229,CUST01764,2024-04-26,Direct,Desktop,Surabaya,8,1684,1,0,Loyal
SESS0008230,CUST01951,2024-11-21,Social Media,Mobile,Semarang,14,34,0,0,Lost
SESS0008231,CUST01050,2024-03-10,Direct,Mobile,Jakarta,9,1531,1,0,Loyal
SESS0008232,CUST00628,2024-05-31,Email,Mobile,Medan,17,364,0,0,New
SESS0008233,CUST01098,2024-09-12,Organic,Mobile,Jakarta,11,259,0,0,Lost
SESS0008234,CUST00131,2024-06-01,Social Media,Desktop,Bandung,7,1421,0,0,New
SESS0008235,CUST01509,2024-05-19,Organic,Desktop,Semarang,13,173,0,0,New
SESS0008236,CUST00534,2024-09-05,Email,Mobile,Yogyakarta,17,59,0,0,Loyal
SESS0008237,CUST00248,2024-09-24,Social Media,Mobile,Surabaya,17,864,0,0,At Risk
SESS0008238,CUST00773,2024-08-12,Organic,Mobile,Yogyakarta,2,1410,0,0,Champions
SESS0008239,CUST01188,2024-09-29,Paid Search,Mobile,Jakarta,12,464,1,0,New
SESS0008240,CUST00955,2024-11-10,Paid Search,Tablet,Makassar,5,1404,0,0,At Risk
SESS0008241,CUST01772,2024-08-18,Direct,Mobile,Jakarta,7,1664,1,0,Loyal
SESS0008242,CUST01069,2024-06-04,Paid Search,Mobile,Jakarta,9,331,0,0,At Risk
SESS0008243,CUST01943,2024-03-19,Email,Mobile,Yogyakarta,16,192,0,0,At Risk
SESS0008244,CUST00536,2024-03-11,Direct,Mobile,Surabaya,2,1197,1,0,At Risk
SESS0008245,CUST00772,2024-11-27,Email,Desktop,Bandung,11,872,0,0,Champions
SESS0008246,CUST00890,2024-10-26,Organic,Mobile,Medan,10,455,0,0,Lost
SESS0008247,CUST00736,2024-05-20,Social Media,Desktop,Jakarta,2,1708,0,0,Loyal
SESS0008248,CUST01855,2024-04-21,Organic,Mobile,Bandung,7,1412,1,0,Lost
SESS0008249,CUST00270,2024-10-30,Email,Tablet,Palembang,11,1344,0,0,Loyal
SESS0008250,CUST00788,2024-05-15,Paid Search,Mobile,Surabaya,8,1624,0,0,At Risk
SESS0008251,CUST01199,2024-03-05,Direct,Mobile,Surabaya,13,53,0,0,Lost
SESS0008252,CUST00147,2024-05-08,Social Media,Mobile,Jakarta,2,455,1,0,Champions
SESS0008253,CUST01700,2024-11-04,Direct,Desktop,Makassar,3,294,0,0,Lost
SESS0008254,CUST00594,2024-04-01,Paid Search,Desktop,Bandung,12,1319,0,0,New
SESS0008255,CUST00449,2024-11-24,Social Media,Mobile,Jakarta,7,799,0,0,Champions
SESS0008256,CUST01010,2024-12-04,Organic,Mobile,Depok,2,821,0,0,Loyal
SESS0008257,CUST01986,2024-11-07,Email,Mobile,Surabaya,1,448,0,0,At Risk
SESS0008258,CUST01475,2024-06-07,Organic,Desktop,Jakarta,6,1306,1,0,Loyal
SESS0008259,CUST00835,2024-08-17,Paid Search,Mobile,Yogyakarta,2,649,1,0,Loyal
SESS0008260,CUST01904,2024-04-22,Organic,Desktop,Bali,13,1386,0,0,At Risk
SESS0008261,CUST01814,2024-06-01,Direct,Desktop,Bandung,6,1062,0,0,Loyal
SESS0008262,CUST01760,2024-08-17,Organic,Mobile,Jakarta,6,1363,0,0,At Risk
SESS0008263,CUST00781,2024-02-04,Direct,Desktop,Surabaya,4,1439,0,0,New
SESS0008264,CUST01647,2024-07-30,Paid Search,Desktop,Bandung,3,855,0,0,Loyal
SESS0008265,CUST01591,2024-09-28,Organic,Mobile,Depok,5,1499,0,0,At Risk
SESS0008266,CUST01890,2024-03-08,Paid Search,Mobile,Bandung,4,1614,0,0,Loyal
SESS0008267,CUST01161,2024-01-26,Social Media,Tablet,Jakarta,3,1748,0,0,Loyal
SESS0008268,CUST01321,2024-04-25,Organic,Mobile,Semarang,11,1428,1,0,Champions
SESS0008269,CUST01544,2024-07-19,Organic,Mobile,Bandung,16,1064,1,0,Loyal
SESS0008270,CUST01331,2024-07-28,Social Media,Mobile,Medan,9,1102,0,0,Loyal
SESS0008271,CUST01727,2024-01-13,Paid Search,Tablet,Bandung,2,1563,0,0,Loyal
SESS0008272,CUST01515,2024-06-10,Paid Search,Desktop,Bali,3,1285,0,0,Champions
SESS0008273,CUST00642,2024-06-16,Organic,Mobile,Jakarta,3,38,0,0,New
SESS0008274,CUST01174,2024-01-25,Organic,Mobile,Surabaya,2,369,1,0,Champions
SESS0008275,CUST00279,2024-10-14,Email,Desktop,Jakarta,14,177,0,0,Lost
SESS0008276,CUST00810,2024-06-15,Direct,Mobile,Bali,5,1260,1,0,Loyal
SESS0008277,CUST00676,2024-11-16,Paid Search,Mobile,Yogyakarta,18,934,0,0,Lost
SESS0008278,CUST00493,2024-10-28,Social Media,Mobile,Jakarta,4,923,1,0,Loyal
SESS0008279,CUST01958,2024-01-10,Organic,Mobile,Surabaya,10,729,0,0,Champions
SESS0008280,CUST01984,2024-06-21,Email,Mobile,Surabaya,10,152,0,0,New
SESS0008281,CUST00569,2024-08-25,Organic,Tablet,Jakarta,1,1511,0,0,Lost
SESS0008282,CUST00797,2024-03-03,Email,Mobile,Jakarta,4,1581,0,0,New
SESS0008283,CUST01353,2024-07-19,Paid Search,Mobile,Jakarta,17,136,0,0,New
SESS0008284,CUST01819,2024-04-28,Organic,Desktop,Jakarta,11,1412,0,0,At Risk
SESS0008285,CUST00053,2024-08-11,Organic,Mobile,Bandung,13,1162,0,0,Lost
SESS0008286,CUST01431,2024-04-01,Organic,Mobile,Surabaya,16,72,1,0,Champions
SESS0008287,CUST00998,2024-10-12,Referral,Mobile,Surabaya,14,1030,0,0,Loyal
SESS0008288,CUST00160,2024-03-02,Social Media,Mobile,Bali,17,1301,0,0,Loyal
SESS0008289,CUST01875,2024-05-26,Social Media,Mobile,Surabaya,13,254,1,0,Loyal
SESS0008290,CUST00301,2024-11-25,Direct,Mobile,Jakarta,5,686,0,0,Loyal
SESS0008291,CUST00156,2024-03-24,Paid Search,Mobile,Bali,1,829,0,0,New
SESS0008292,CUST00950,2024-02-23,Paid Search,Mobile,Yogyakarta,7,1769,0,0,New
SESS0008293,CUST01535,2024-06-10,Direct,Mobile,Makassar,17,831,0,0,New
SESS0008294,CUST01106,2024-04-13,Paid Search,Mobile,Surabaya,7,1521,1,0,Champions
SESS0008295,CUST00631,2024-07-12,Paid Search,Mobile,Semarang,2,1492,0,0,At Risk
SESS0008296,CUST01778,2024-08-20,Paid Search,Mobile,Jakarta,2,1262,0,0,Champions
SESS0008297,CUST00585,2024-12-30,Direct,Desktop,Surabaya,15,918,0,0,Loyal
SESS0008298,CUST01244,2024-07-31,Organic,Mobile,Medan,2,429,0,0,Lost
SESS0008299,CUST00286,2024-02-02,Paid Search,Mobile,Medan,2,144,0,0,New
SESS0008300,CUST01147,2024-08-26,Organic,Desktop,Jakarta,7,1772,0,0,Lost
SESS0008301,CUST00201,2024-03-26,Email,Desktop,Bali,15,1425,0,0,Loyal
SESS0008302,CUST00098,2024-08-17,Organic,Mobile,Semarang,11,1685,0,0,Loyal
SESS0008303,CUST00152,2024-10-31,Email,Desktop,Medan,7,1167,1,0,Champions
SESS0008304,CUST00656,2024-02-17,Direct,Desktop,Bandung,3,865,0,0,At Risk
SESS0008305,CUST01007,2024-07-02,Paid Search,Mobile,Yogyakarta,10,972,0,0,At Risk
SESS0008306,CUST01639,2024-09-19,Organic,Desktop,Bali,15,604,0,0,Loyal
SESS0008307,CUST01385,2024-08-07,Direct,Mobile,Jakarta,15,1677,0,0,At Risk
SESS0008308,CUST01807,2024-10-26,Organic,Mobile,Bandung,17,1533,0,0,New
SESS0008309,CUST00987,2024-06-29,Organic,Mobile,Surabaya,10,123,1,0,At Risk
SESS0008310,CUST00574,2024-08-11,Direct,Tablet,Jakarta,16,1075,1,0,Loyal
SESS0008311,CUST01209,2024-03-30,Paid Search,Mobile,Makassar,17,1456,1,0,Loyal
SESS0008312,CUST00472,2024-01-12,Organic,Mobile,Makassar,16,1677,0,0,New
SESS0008313,CUST00591,2024-03-15,Organic,Desktop,Surabaya,11,628,1,0,New
SESS0008314,CUST00570,2024-01-16,Direct,Mobile,Surabaya,2,1751,0,0,Champions
SESS0008315,CUST00678,2024-07-17,Social Media,Mobile,Jakarta,8,1047,0,0,New
SESS0008316,CUST01712,2024-10-25,Email,Mobile,Semarang,17,1281,0,0,Champions
SESS0008317,CUST00176,2024-12-01,Referral,Tablet,Palembang,10,273,0,0,New
SESS0008318,CUST01175,2024-12-18,Email,Desktop,Medan,18,346,0,0,Champions
SESS0008319,CUST01982,2024-05-20,Organic,Mobile,Surabaya,11,263,0,0,New
SESS0008320,CUST00619,2024-02-10,Paid Search,Mobile,Jakarta,6,56,0,0,Loyal
SESS0008321,CUST01566,2024-02-10,Social Media,Tablet,Medan,4,245,0,0,New
SESS0008322,CUST00940,2024-08-13,Referral,Mobile,Palembang,16,971,1,0,Loyal
SESS0008323,CUST00336,2024-02-06,Paid Search,Mobile,Bali,4,647,0,0,At Risk
SESS0008324,CUST00573,2024-06-17,Referral,Desktop,Jakarta,15,775,0,0,At Risk
SESS0008325,CUST01741,2024-02-03,Paid Search,Mobile,Medan,9,1436,0,0,New
SESS0008326,CUST01159,2024-08-18,Direct,Mobile,Yogyakarta,9,510,1,0,At Risk
SESS0008327,CUST01414,2024-04-26,Referral,Desktop,Bali,18,911,0,0,At Risk
SESS0008328,CUST00303,2024-01-23,Paid Search,Desktop,Jakarta,9,435,0,0,Champions
SESS0008329,CUST01041,2024-11-24,Email,Desktop,Surabaya,15,764,1,0,Loyal
SESS0008330,CUST00241,2024-11-30,Paid Search,Tablet,Jakarta,3,303,0,0,Lost
SESS0008331,CUST01381,2024-06-06,Direct,Mobile,Surabaya,8,224,0,0,New
SESS0008332,CUST00161,2024-04-05,Direct,Desktop,Bandung,1,906,0,0,Champions
SESS0008333,CUST00822,2024-10-19,Organic,Desktop,Jakarta,5,1599,0,0,New
SESS0008334,CUST01534,2024-09-28,Email,Desktop,Bali,14,522,0,0,Lost
SESS0008335,CUST00796,2024-06-19,Organic,Mobile,Surabaya,11,202,0,0,New
SESS0008336,CUST00166,2024-08-08,Referral,Mobile,Bali,14,1048,0,0,Lost
SESS0008337,CUST00051,2024-12-01,Social Media,Mobile,Bandung,12,1638,0,0,New
SESS0008338,CUST00896,2024-08-21,Organic,Mobile,Yogyakarta,7,436,0,0,Lost
SESS0008339,CUST00193,2024-12-25,Direct,Tablet,Jakarta,1,751,0,0,At Risk
SESS0008340,CUST01849,2024-02-16,Social Media,Desktop,Medan,8,549,0,0,Loyal
SESS0008341,CUST01147,2024-04-04,Direct,Mobile,Jakarta,9,1361,0,0,Lost
SESS0008342,CUST01437,2024-01-08,Direct,Mobile,Surabaya,16,241,0,0,Loyal
SESS0008343,CUST00427,2024-03-26,Organic,Mobile,Bali,12,1386,0,0,Lost
SESS0008344,CUST01347,2024-05-15,Email,Desktop,Palembang,18,691,0,0,Loyal
SESS0008345,CUST00697,2024-06-11,Organic,Tablet,Bali,9,1169,0,0,New
SESS0008346,CUST00581,2024-02-21,Organic,Mobile,Medan,11,1397,0,0,At Risk
SESS0008347,CUST01562,2024-05-28,Social Media,Mobile,Medan,3,1541,0,0,New
SESS0008348,CUST00104,2024-11-02,Email,Mobile,Jakarta,5,1796,0,0,Loyal
SESS0008349,CUST01727,2024-04-06,Organic,Desktop,Bandung,18,828,0,0,Loyal
SESS0008350,CUST01475,2024-09-15,Direct,Mobile,Jakarta,18,470,0,0,Loyal
SESS0008351,CUST01906,2024-07-16,Social Media,Mobile,Bali,6,335,0,0,New
SESS0008352,CUST01368,2024-05-01,Social Media,Desktop,Semarang,13,523,0,0,At Risk
SESS0008353,CUST00391,2024-01-26,Direct,Mobile,Jakarta,13,996,0,0,At Risk
SESS0008354,CUST00178,2024-02-12,Email,Mobile,Jakarta,13,1618,0,0,New
SESS0008355,CUST01198,2024-04-21,Referral,Desktop,Semarang,6,1349,0,0,Champions
SESS0008356,CUST01184,2024-07-06,Organic,Mobile,Bali,4,95,0,0,Lost
SESS0008357,CUST01924,2024-02-27,Paid Search,Desktop,Semarang,1,596,0,0,New
SESS0008358,CUST01950,2024-04-02,Paid Search,Desktop,Semarang,9,1673,1,0,Loyal
SESS0008359,CUST01650,2024-06-02,Social Media,Desktop,Jakarta,5,278,0,0,New
SESS0008360,CUST00385,2024-06-12,Social Media,Mobile,Bandung,8,1185,0,0,Lost
SESS0008361,CUST01086,2024-08-19,Direct,Tablet,Surabaya,11,1681,0,0,At Risk
SESS0008362,CUST00750,2024-02-20,Organic,Desktop,Semarang,3,1757,1,0,New
SESS0008363,CUST00081,2024-01-27,Direct,Mobile,Bali,3,1295,0,0,New
SESS0008364,CUST00767,2024-04-07,Social Media,Tablet,Semarang,7,1566,0,0,Champions
SESS0008365,CUST01032,2024-02-27,Organic,Mobile,Makassar,18,417,0,0,Lost
SESS0008366,CUST01100,2024-09-17,Paid Search,Tablet,Bali,13,1512,0,0,Champions
SESS0008367,CUST00845,2024-10-03,Paid Search,Mobile,Surabaya,6,1688,0,0,At Risk
SESS0008368,CUST01036,2024-11-11,Organic,Desktop,Bali,7,612,0,0,At Risk
SESS0008369,CUST01341,2024-10-20,Email,Mobile,Medan,5,951,0,0,At Risk
SESS0008370,CUST00526,2024-07-19,Organic,Desktop,Bali,14,1355,0,0,New
SESS0008371,CUST01611,2024-09-23,Paid Search,Mobile,Surabaya,1,946,0,0,New
SESS0008372,CUST00241,2024-06-21,Email,Mobile,Jakarta,15,936,0,0,Lost
SESS0008373,CUST00809,2024-04-06,Social Media,Desktop,Bali,14,384,1,0,Champions
