order_id,customer_id,order_date,category,total_amount,items_count,status,acquisition_source,device,city,segment
ORD003885,CUST01043,2024-04-21,Sports,189.72,1,Completed,Social Media,Mobile,Semarang,Champions
ORD003886,CUST01043,2024-04-01,Apparel,318.77,1,Completed,Paid Search,Mobile,Semarang,Champions
ORD003887,CUST01043,2024-03-18,Electronics,199.87,1,Completed,Email,Mobile,Semarang,Champions
ORD003888,CUST01043,2024-09-23,Beauty,333.81,5,Completed,Organic,Mobile,Semarang,Champions
ORD003889,CUST01044,2024-07-13,Food & Drink,59.44,4,Completed,Referral,Mobile,Palembang,Lost
ORD003890,CUST01044,2024-03-20,Home & Garden,40.0,4,Completed,Organic,Mobile,Palembang,Lost
ORD003891,CUST01045,2024-01-13,Books,138.54,2,Completed,Referral,Mobile,Jakarta,At Risk
ORD003892,CUST01045,2024-06-17,Apparel,52.0,1,Completed,Paid Search,Desktop,Jakarta,At Risk
ORD003893,CUST01045,2024-12-26,Apparel,160.5,4,Completed,Social Media,Mobile,Jakarta,At Risk
ORD003894,CUST01045,2024-04-01,Books,163.45,5,Cancelled,Email,Mobile,Jakarta,At Risk
ORD003895,CUST01046,2024-04-06,Food & Drink,83.9,2,Completed,Paid Search,Desktop,Jakarta,Loyal
ORD003896,CUST01046,2024-06-26,Home & Garden,248.93,2,Completed,Direct,Desktop,Jakarta,Loyal
ORD003897,CUST01046,2024-10-08,Beauty,320.68,1,Completed,Organic,Desktop,Jakarta,Loyal
ORD003898,CUST01046,2024-11-26,Electronics,200.69,3,Completed,Referral,Mobile,Jakarta,Loyal
ORD003899,CUST01048,2024-06-07,Sports,109.94,5,Completed,Organic,Mobile,Yogyakarta,At Risk
ORD003900,CUST01048,2024-12-30,Home & Garden,146.76,2,Completed,Paid Search,Desktop,Yogyakarta,At Risk
ORD003901,CUST01049,2024-06-11,Beauty,21.68,1,Completed,Paid Search,Mobile,Jakarta,Lost
ORD003902,CUST01050,2024-06-19,Electronics,329.84,5,Completed,Social Media,Desktop,Jakarta,Loyal
ORD003903,CUST01050,2024-06-06,Electronics,321.35,5,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD003904,CUST01050,2024-03-14,Apparel,91.36,3,Completed,Referral,Desktop,Jakarta,Loyal
ORD003905,CUST01051,2024-07-30,Beauty,269.17,4,Completed,Paid Search,Mobile,Bandung,Loyal
ORD003906,CUST01051,2024-09-26,Apparel,196.62,1,Completed,Organic,Mobile,Bandung,Loyal
ORD003907,CUST01051,2024-11-09,Books,176.25,5,Completed,Organic,Desktop,Bandung,Loyal
ORD003908,CUST01051,2024-03-11,Apparel,305.72,2,Completed,Organic,Mobile,Bandung,Loyal
ORD003909,CUST01051,2024-05-02,Electronics,344.71,2,Completed,Email,Desktop,Bandung,Loyal
ORD003910,CUST01052,2024-02-21,Apparel,148.25,3,Completed,Email,Desktop,Semarang,New
ORD003911,CUST01052,2024-10-21,Books,129.52,5,Completed,Organic,Mobile,Semarang,New
ORD003912,CUST01053,2024-07-11,Food & Drink,128.02,3,Completed,Social Media,Tablet,Bandung,New
ORD003913,CUST01053,2024-10-10,Apparel,133.15,1,Cancelled,Paid Search,Mobile,Bandung,New
ORD003914,CUST01053,2024-04-10,Home & Garden,145.67,1,Completed,Email,Desktop,Bandung,New
ORD003915,CUST01054,2024-08-24,Apparel,173.8,1,Completed,Organic,Tablet,Jakarta,Loyal
ORD003916,CUST01054,2024-08-01,Home & Garden,114.69,2,Completed,Organic,Desktop,Jakarta,Loyal
ORD003917,CUST01054,2024-01-08,Books,198.34,4,Completed,Email,Desktop,Jakarta,Loyal
ORD003918,CUST01054,2024-02-23,Apparel,348.17,5,Completed,Referral,Desktop,Jakarta,Loyal
ORD003919,CUST01054,2024-04-19,Food & Drink,128.86,1,Cancelled,Email,Desktop,Jakarta,Loyal
ORD003920,CUST01055,2024-10-24,Home & Garden,21.33,2,Completed,Social Media,Tablet,Bandung,Lost
ORD003921,CUST01056,2024-08-08,Electronics,124.53,3,Returned,Organic,Mobile,Yogyakarta,At Risk
ORD003922,CUST01056,2024-08-07,Food & Drink,72.96,5,Completed,Email,Mobile,Yogyakarta,At Risk
ORD003923,CUST01056,2024-11-24,Home & Garden,106.15,5,Completed,Social Media,Mobile,Yogyakarta,At Risk
ORD003924,CUST01057,2024-02-10,Sports,150.46,5,Completed,Paid Search,Tablet,Bali,At Risk
ORD003925,CUST01057,2024-12-03,Home & Garden,162.96,2,Completed,Social Media,Mobile,Bali,At Risk
ORD003926,CUST01058,2024-04-25,Food & Drink,162.86,1,Returned,Direct,Mobile,Bandung,Champions
ORD003927,CUST01058,2024-04-16,Beauty,280.44,4,Completed,Organic,Mobile,Bandung,Champions
ORD003928,CUST01058,2024-09-26,Books,254.91,1,Completed,Social Media,Mobile,Bandung,Champions
ORD003929,CUST01058,2024-06-12,Books,590.3,5,Completed,Paid Search,Mobile,Bandung,Champions
ORD003930,CUST01058,2024-03-27,Books,289.44,1,Completed,Social Media,Mobile,Bandung,Champions
ORD003931,CUST01058,2024-07-15,Apparel,316.4,3,Completed,Email,Desktop,Bandung,Champions
ORD003932,CUST01058,2024-05-05,Books,275.9,3,Completed,Paid Search,Mobile,Bandung,Champions
ORD003933,CUST01058,2024-11-02,Electronics,412.76,2,Cancelled,Organic,Mobile,Bandung,Champions
ORD003934,CUST01058,2024-04-19,Sports,271.8,3,Completed,Paid Search,Mobile,Bandung,Champions
ORD003935,CUST01058,2024-08-13,Apparel,169.7,5,Completed,Paid Search,Mobile,Bandung,Champions
ORD003936,CUST01059,2024-02-15,Electronics,137.97,5,Completed,Social Media,Mobile,Surabaya,At Risk
ORD003937,CUST01059,2024-11-11,Sports,159.98,1,Completed,Paid Search,Mobile,Surabaya,At Risk
ORD003938,CUST01059,2024-08-10,Beauty,60.85,2,Completed,Paid Search,Desktop,Surabaya,At Risk
ORD003939,CUST01060,2024-02-27,Apparel,141.14,3,Completed,Paid Search,Mobile,Medan,New
ORD003940,CUST01060,2024-11-22,Electronics,147.66,2,Completed,Paid Search,Desktop,Medan,New
ORD003941,CUST01061,2024-07-29,Food & Drink,139.48,3,Completed,Paid Search,Mobile,Depok,Loyal
ORD003942,CUST01061,2024-09-19,Beauty,290.69,3,Completed,Social Media,Desktop,Depok,Loyal
ORD003943,CUST01061,2024-06-03,Food & Drink,348.52,2,Completed,Paid Search,Desktop,Depok,Loyal
ORD003944,CUST01061,2024-09-07,Books,206.44,1,Completed,Direct,Mobile,Depok,Loyal
ORD003945,CUST01061,2024-02-23,Books,183.18,1,Completed,Organic,Mobile,Depok,Loyal
ORD003946,CUST01062,2024-05-22,Electronics,104.57,4,Completed,Organic,Mobile,Surabaya,Loyal
ORD003947,CUST01062,2024-06-04,Home & Garden,161.68,5,Completed,Paid Search,Mobile,Surabaya,Loyal
ORD003948,CUST01062,2024-06-18,Home & Garden,236.43,3,Returned,Paid Search,Desktop,Surabaya,Loyal
ORD003949,CUST01062,2024-10-20,Books,297.37,3,Completed,Organic,Tablet,Surabaya,Loyal
ORD003950,CUST01062,2024-09-24,Beauty,219.6,5,Completed,Direct,Desktop,Surabaya,Loyal
ORD003951,CUST01062,2024-06-28,Electronics,349.16,1,Returned,Referral,Mobile,Surabaya,Loyal
ORD003952,CUST01062,2024-05-15,Apparel,232.35,4,Completed,Social Media,Mobile,Surabaya,Loyal
ORD003953,CUST01063,2024-03-21,Beauty,289.16,2,Returned,Paid Search,Mobile,Medan,Champions
ORD003954,CUST01063,2024-09-11,Apparel,428.87,5,Completed,Paid Search,Mobile,Medan,Champions
ORD003955,CUST01063,2024-02-23,Home & Garden,277.81,4,Completed,Organic,Mobile,Medan,Champions
ORD003956,CUST01063,2024-10-06,Sports,454.35,5,Completed,Paid Search,Mobile,Medan,Champions
ORD003957,CUST01063,2024-06-20,Home & Garden,362.59,1,Completed,Organic,Desktop,Medan,Champions
ORD003958,CUST01063,2024-10-27,Books,297.47,1,Completed,Paid Search,Mobile,Medan,Champions
ORD003959,CUST01063,2024-06-02,Electronics,384.13,1,Completed,Direct,Mobile,Medan,Champions
ORD003960,CUST01063,2024-06-02,Apparel,255.01,5,Completed,Direct,Desktop,Medan,Champions
ORD003961,CUST01063,2024-12-25,Beauty,503.31,2,Completed,Email,Tablet,Medan,Champions
ORD003962,CUST01063,2024-03-13,Beauty,550.57,5,Completed,Direct,Mobile,Medan,Champions
ORD003963,CUST01063,2024-08-27,Home & Garden,418.85,5,Completed,Email,Mobile,Medan,Champions
ORD003964,CUST01063,2024-12-28,Apparel,543.55,2,Completed,Organic,Mobile,Medan,Champions
ORD003965,CUST01063,2024-01-20,Sports,513.91,2,Cancelled,Social Media,Mobile,Medan,Champions
ORD003966,CUST01063,2024-07-04,Sports,561.9,1,Completed,Paid Search,Mobile,Medan,Champions
ORD003967,CUST01064,2024-03-02,Electronics,47.08,4,Completed,Organic,Desktop,Jakarta,New
ORD003968,CUST01064,2024-05-22,Home & Garden,82.06,2,Completed,Paid Search,Tablet,Jakarta,New
ORD003969,CUST01064,2024-01-14,Apparel,150.57,5,Completed,Organic,Mobile,Jakarta,New
ORD003970,CUST01065,2024-02-18,Apparel,104.65,2,Completed,Email,Desktop,Bali,New
ORD003971,CUST01065,2024-08-22,Electronics,59.95,3,Completed,Organic,Mobile,Bali,New
ORD003972,CUST01065,2024-11-29,Apparel,31.58,4,Completed,Paid Search,Mobile,Bali,New
ORD003973,CUST01066,2024-05-24,Home & Garden,52.69,5,Completed,Referral,Mobile,Makassar,Lost
ORD003974,CUST01067,2024-02-11,Electronics,69.54,5,Completed,Social Media,Tablet,Bandung,At Risk
ORD003975,CUST01067,2024-02-10,Sports,150.47,4,Cancelled,Email,Desktop,Bandung,At Risk
ORD003976,CUST01068,2024-11-18,Books,115.88,5,Completed,Organic,Mobile,Bandung,At Risk
ORD003977,CUST01068,2024-08-22,Apparel,120.79,1,Completed,Social Media,Mobile,Bandung,At Risk
ORD003978,CUST01068,2024-05-28,Electronics,173.25,3,Completed,Paid Search,Mobile,Bandung,At Risk
ORD003979,CUST01068,2024-04-16,Sports,175.15,4,Completed,Referral,Mobile,Bandung,At Risk
ORD003980,CUST01069,2024-09-11,Electronics,157.29,2,Completed,Organic,Mobile,Jakarta,At Risk
ORD003981,CUST01069,2024-08-24,Sports,162.46,4,Completed,Social Media,Desktop,Jakarta,At Risk
ORD003982,CUST01070,2024-02-25,Books,145.1,2,Completed,Paid Search,Tablet,Jakarta,New
ORD003983,CUST01071,2024-10-11,Books,142.36,3,Completed,Paid Search,Mobile,Bali,New
ORD003984,CUST01072,2024-10-31,Electronics,32.38,1,Completed,Organic,Tablet,Jakarta,Lost
ORD003985,CUST01072,2024-01-03,Electronics,34.5,4,Completed,Email,Mobile,Jakarta,Lost
ORD003986,CUST01073,2024-11-17,Books,240.61,4,Completed,Email,Mobile,Surabaya,Champions
ORD003987,CUST01073,2024-10-30,Books,230.98,2,Returned,Paid Search,Mobile,Surabaya,Champions
ORD003988,CUST01073,2024-07-14,Food & Drink,508.17,4,Completed,Organic,Desktop,Surabaya,Champions
ORD003989,CUST01073,2024-05-28,Beauty,549.21,4,Completed,Social Media,Mobile,Surabaya,Champions
ORD003990,CUST01073,2024-05-17,Home & Garden,213.62,1,Completed,Social Media,Mobile,Surabaya,Champions
ORD003991,CUST01073,2024-10-13,Electronics,186.8,2,Completed,Organic,Mobile,Surabaya,Champions
ORD003992,CUST01073,2024-11-22,Electronics,506.75,4,Completed,Organic,Desktop,Surabaya,Champions
ORD003993,CUST01073,2024-07-20,Beauty,176.67,3,Completed,Paid Search,Mobile,Surabaya,Champions
ORD003994,CUST01073,2024-11-11,Food & Drink,465.03,2,Completed,Organic,Desktop,Surabaya,Champions
ORD003995,CUST01073,2024-07-01,Food & Drink,345.57,5,Completed,Organic,Tablet,Surabaya,Champions
ORD003996,CUST01073,2024-11-26,Apparel,306.6,2,Completed,Organic,Mobile,Surabaya,Champions
ORD003997,CUST01073,2024-10-04,Sports,586.27,2,Completed,Organic,Mobile,Surabaya,Champions
ORD003998,CUST01073,2024-09-18,Beauty,473.22,4,Completed,Paid Search,Mobile,Surabaya,Champions
ORD003999,CUST01073,2024-06-07,Food & Drink,307.97,1,Completed,Paid Search,Tablet,Surabaya,Champions
ORD004000,CUST01074,2024-01-24,Electronics,63.03,4,Completed,Referral,Desktop,Jakarta,Lost
ORD004001,CUST01075,2024-11-15,Apparel,201.47,4,Completed,Social Media,Mobile,Jakarta,Loyal
ORD004002,CUST01075,2024-06-09,Food & Drink,341.61,5,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD004003,CUST01075,2024-08-22,Beauty,316.25,4,Completed,Paid Search,Desktop,Jakarta,Loyal
ORD004004,CUST01075,2024-12-04,Books,181.9,1,Completed,Direct,Mobile,Jakarta,Loyal
ORD004005,CUST01075,2024-02-12,Sports,343.19,4,Completed,Social Media,Desktop,Jakarta,Loyal
ORD004006,CUST01075,2024-06-30,Sports,221.56,5,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD004007,CUST01076,2024-09-14,Food & Drink,90.39,1,Completed,Direct,Mobile,Jakarta,Loyal
ORD004008,CUST01076,2024-09-09,Apparel,125.84,1,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD004009,CUST01076,2024-04-21,Apparel,257.89,2,Completed,Social Media,Mobile,Jakarta,Loyal
ORD004010,CUST01076,2024-07-17,Electronics,349.21,5,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD004011,CUST01076,2024-09-08,Home & Garden,106.34,2,Completed,Organic,Mobile,Jakarta,Loyal
ORD004012,CUST01076,2024-08-22,Home & Garden,207.12,5,Completed,Organic,Mobile,Jakarta,Loyal
ORD004013,CUST01077,2024-03-06,Home & Garden,51.13,1,Completed,Email,Mobile,Surabaya,At Risk
ORD004014,CUST01077,2024-03-12,Food & Drink,129.58,3,Completed,Referral,Desktop,Surabaya,At Risk
ORD004015,CUST01077,2024-11-02,Electronics,40.62,4,Completed,Organic,Desktop,Surabaya,At Risk
ORD004016,CUST01077,2024-08-28,Books,128.05,4,Completed,Organic,Mobile,Surabaya,At Risk
ORD004017,CUST01078,2024-12-20,Apparel,252.47,4,Completed,Paid Search,Desktop,Bandung,Loyal
ORD004018,CUST01078,2024-04-09,Sports,336.45,5,Completed,Social Media,Mobile,Bandung,Loyal
ORD004019,CUST01078,2024-11-26,Sports,158.86,5,Completed,Email,Mobile,Bandung,Loyal
ORD004020,CUST01078,2024-09-08,Food & Drink,274.31,2,Completed,Email,Mobile,Bandung,Loyal
ORD004021,CUST01078,2024-02-17,Food & Drink,306.31,2,Completed,Organic,Desktop,Bandung,Loyal
ORD004022,CUST01080,2024-03-17,Electronics,331.69,4,Completed,Organic,Mobile,Bali,Loyal
ORD004023,CUST01080,2024-05-08,Beauty,229.64,2,Completed,Email,Mobile,Bali,Loyal
ORD004024,CUST01080,2024-08-15,Sports,226.75,3,Completed,Social Media,Mobile,Bali,Loyal
ORD004025,CUST01080,2024-11-23,Sports,196.96,3,Completed,Organic,Mobile,Bali,Loyal
ORD004026,CUST01080,2024-12-31,Electronics,313.98,5,Completed,Social Media,Mobile,Bali,Loyal
ORD004027,CUST01080,2024-02-14,Beauty,205.67,2,Completed,Organic,Desktop,Bali,Loyal
ORD004028,CUST01081,2024-11-17,Beauty,158.92,4,Completed,Paid Search,Mobile,Depok,Loyal
ORD004029,CUST01081,2024-08-08,Sports,214.4,2,Completed,Organic,Mobile,Depok,Loyal
ORD004030,CUST01081,2024-10-25,Electronics,257.57,1,Completed,Organic,Mobile,Depok,Loyal
ORD004031,CUST01081,2024-01-01,Food & Drink,185.97,1,Cancelled,Organic,Mobile,Depok,Loyal
ORD004032,CUST01081,2024-03-24,Electronics,222.71,2,Completed,Email,Mobile,Depok,Loyal
ORD004033,CUST01082,2024-03-10,Apparel,220.09,4,Completed,Paid Search,Mobile,Bali,Loyal
ORD004034,CUST01082,2024-01-10,Electronics,94.8,5,Completed,Paid Search,Mobile,Bali,Loyal
ORD004035,CUST01082,2024-03-11,Home & Garden,92.67,1,Completed,Direct,Mobile,Bali,Loyal
ORD004036,CUST01082,2024-01-17,Apparel,201.02,4,Completed,Organic,Mobile,Bali,Loyal
ORD004037,CUST01082,2024-03-11,Home & Garden,237.82,2,Completed,Paid Search,Mobile,Bali,Loyal
ORD004038,CUST01083,2024-09-01,Beauty,58.18,2,Completed,Social Media,Desktop,Bali,At Risk
ORD004039,CUST01086,2024-05-17,Home & Garden,103.64,3,Completed,Organic,Mobile,Surabaya,At Risk
ORD004040,CUST01086,2024-03-28,Electronics,115.97,3,Completed,Organic,Desktop,Surabaya,At Risk
ORD004041,CUST01086,2024-04-19,Books,139.11,5,Completed,Organic,Desktop,Surabaya,At Risk
ORD004042,CUST01087,2024-08-06,Food & Drink,180.99,1,Completed,Organic,Mobile,Surabaya,Loyal
ORD004043,CUST01087,2024-02-23,Food & Drink,121.39,4,Completed,Referral,Mobile,Surabaya,Loyal
ORD004044,CUST01087,2024-03-04,Sports,191.19,1,Completed,Paid Search,Mobile,Surabaya,Loyal
ORD004045,CUST01087,2024-09-25,Books,316.79,4,Completed,Organic,Mobile,Surabaya,Loyal
ORD004046,CUST01087,2024-12-01,Beauty,172.68,5,Completed,Paid Search,Mobile,Surabaya,Loyal
ORD004047,CUST01087,2024-10-01,Food & Drink,193.18,2,Completed,Organic,Mobile,Surabaya,Loyal
ORD004048,CUST01088,2024-07-31,Beauty,335.94,3,Completed,Organic,Mobile,Jakarta,Loyal
ORD004049,CUST01088,2024-07-25,Home & Garden,157.24,3,Completed,Social Media,Mobile,Jakarta,Loyal
ORD004050,CUST01088,2024-07-24,Home & Garden,336.34,5,Completed,Direct,Desktop,Jakarta,Loyal
ORD004051,CUST01088,2024-11-05,Beauty,154.37,5,Completed,Email,Mobile,Jakarta,Loyal
ORD004052,CUST01088,2024-10-14,Electronics,194.3,2,Completed,Social Media,Mobile,Jakarta,Loyal
ORD004053,CUST01088,2024-03-08,Apparel,259.97,4,Completed,Organic,Mobile,Jakarta,Loyal
ORD004054,CUST01088,2024-06-26,Sports,218.26,4,Completed,Organic,Desktop,Jakarta,Loyal
ORD004055,CUST01089,2024-01-04,Sports,121.97,2,Completed,Direct,Mobile,Bandung,New
ORD004056,CUST01089,2024-12-11,Electronics,44.0,3,Completed,Social Media,Mobile,Bandung,New
ORD004057,CUST01090,2024-02-08,Sports,140.95,2,Completed,Paid Search,Mobile,Palembang,At Risk
ORD004058,CUST01090,2024-06-23,Beauty,90.28,4,Completed,Paid Search,Mobile,Palembang,At Risk
ORD004059,CUST01090,2024-12-15,Beauty,95.1,5,Completed,Social Media,Mobile,Palembang,At Risk
ORD004060,CUST01090,2024-05-09,Apparel,87.78,2,Completed,Email,Mobile,Palembang,At Risk
ORD004061,CUST01091,2024-10-17,Food & Drink,78.34,5,Completed,Referral,Mobile,Bali,Lost
ORD004062,CUST01092,2024-04-02,Sports,415.04,5,Completed,Referral,Tablet,Jakarta,Champions
ORD004063,CUST01092,2024-09-19,Apparel,535.1,2,Completed,Direct,Mobile,Jakarta,Champions
ORD004064,CUST01092,2024-03-27,Beauty,202.61,3,Completed,Social Media,Tablet,Jakarta,Champions
ORD004065,CUST01092,2024-09-15,Beauty,407.81,3,Completed,Organic,Desktop,Jakarta,Champions
ORD004066,CUST01092,2024-09-23,Electronics,326.06,1,Completed,Email,Mobile,Jakarta,Champions
ORD004067,CUST01092,2024-03-09,Home & Garden,392.25,1,Cancelled,Social Media,Mobile,Jakarta,Champions
ORD004068,CUST01092,2024-07-06,Apparel,583.09,3,Completed,Direct,Mobile,Jakarta,Champions
ORD004069,CUST01092,2024-11-18,Apparel,549.48,3,Completed,Paid Search,Mobile,Jakarta,Champions
ORD004070,CUST01092,2024-10-19,Home & Garden,357.94,1,Completed,Organic,Mobile,Jakarta,Champions
ORD004071,CUST01092,2024-08-20,Sports,423.97,3,Completed,Organic,Mobile,Jakarta,Champions
ORD004072,CUST01092,2024-05-09,Electronics,267.72,3,Completed,Organic,Mobile,Jakarta,Champions
ORD004073,CUST01092,2024-12-13,Home & Garden,292.8,1,Completed,Social Media,Tablet,Jakarta,Champions
ORD004074,CUST01092,2024-08-11,Books,266.79,3,Completed,Email,Mobile,Jakarta,Champions
ORD004075,CUST01092,2024-12-29,Electronics,224.4,4,Completed,Email,Desktop,Jakarta,Champions
ORD004076,CUST01093,2024-12-30,Beauty,46.12,4,Completed,Social Media,Tablet,Makassar,At Risk
ORD004077,CUST01094,2024-07-15,Home & Garden,106.32,4,Completed,Email,Mobile,Jakarta,New
ORD004078,CUST01094,2024-10-29,Home & Garden,60.98,5,Returned,Social Media,Mobile,Jakarta,New
ORD004079,CUST01094,2024-06-20,Sports,116.18,4,Completed,Direct,Desktop,Jakarta,New
ORD004080,CUST01095,2024-07-30,Electronics,82.58,2,Completed,Email,Mobile,Depok,New
ORD004081,CUST01095,2024-09-01,Food & Drink,56.94,5,Completed,Social Media,Mobile,Depok,New
ORD004082,CUST01095,2024-12-16,Electronics,31.49,2,Completed,Referral,Desktop,Depok,New
ORD004083,CUST01096,2024-02-15,Books,29.14,2,Completed,Paid Search,Desktop,Makassar,Lost
ORD004084,CUST01097,2024-08-05,Sports,100.07,3,Cancelled,Email,Mobile,Jakarta,At Risk
ORD004085,CUST01097,2024-04-28,Electronics,179.39,2,Completed,Direct,Desktop,Jakarta,At Risk
ORD004086,CUST01097,2024-02-04,Beauty,65.96,5,Completed,Email,Mobile,Jakarta,At Risk
ORD004087,CUST01100,2024-03-13,Sports,169.12,5,Completed,Email,Mobile,Bali,Champions
ORD004088,CUST01100,2024-04-15,Home & Garden,372.35,2,Cancelled,Organic,Mobile,Bali,Champions
ORD004089,CUST01100,2024-09-21,Electronics,163.05,2,Completed,Paid Search,Desktop,Bali,Champions
ORD004090,CUST01100,2024-09-18,Home & Garden,385.26,2,Completed,Organic,Mobile,Bali,Champions
ORD004091,CUST01100,2024-03-08,Food & Drink,342.07,3,Cancelled,Email,Desktop,Bali,Champions
ORD004092,CUST01100,2024-06-05,Home & Garden,288.13,3,Completed,Organic,Mobile,Bali,Champions
ORD004093,CUST01100,2024-05-09,Electronics,219.76,2,Completed,Email,Desktop,Bali,Champions
ORD004094,CUST01101,2024-09-24,Food & Drink,156.48,4,Completed,Email,Mobile,Surabaya,Champions
ORD004095,CUST01101,2024-11-03,Beauty,403.22,2,Completed,Email,Mobile,Surabaya,Champions
ORD004096,CUST01101,2024-03-02,Home & Garden,390.76,2,Completed,Paid Search,Mobile,Surabaya,Champions
ORD004097,CUST01101,2024-01-10,Apparel,482.81,2,Completed,Email,Mobile,Surabaya,Champions
ORD004098,CUST01101,2024-05-20,Home & Garden,293.23,3,Completed,Paid Search,Mobile,Surabaya,Champions
ORD004099,CUST01101,2024-08-19,Home & Garden,178.04,5,Cancelled,Social Media,Mobile,Surabaya,Champions
ORD004100,CUST01101,2024-05-03,Sports,296.24,3,Completed,Referral,Desktop,Surabaya,Champions
ORD004101,CUST01102,2024-09-03,Sports,188.3,3,Returned,Social Media,Mobile,Jakarta,Champions
ORD004102,CUST01102,2024-01-17,Electronics,590.29,2,Completed,Social Media,Mobile,Jakarta,Champions
ORD004103,CUST01102,2024-12-05,Home & Garden,540.18,2,Completed,Organic,Mobile,Jakarta,Champions
ORD004104,CUST01102,2024-09-19,Food & Drink,353.63,2,Returned,Organic,Desktop,Jakarta,Champions
ORD004105,CUST01102,2024-04-16,Apparel,382.01,4,Completed,Email,Tablet,Jakarta,Champions
ORD004106,CUST01102,2024-02-20,Electronics,364.9,3,Completed,Organic,Mobile,Jakarta,Champions
ORD004107,CUST01102,2024-04-29,Electronics,445.09,2,Completed,Paid Search,Tablet,Jakarta,Champions
ORD004108,CUST01102,2024-08-05,Apparel,416.27,5,Completed,Paid Search,Mobile,Jakarta,Champions
ORD004109,CUST01102,2024-01-01,Beauty,536.08,2,Completed,Referral,Mobile,Jakarta,Champions
ORD004110,CUST01102,2024-02-07,Electronics,182.2,1,Cancelled,Organic,Desktop,Jakarta,Champions
ORD004111,CUST01103,2024-05-26,Sports,307.87,5,Completed,Social Media,Mobile,Bandung,Loyal
ORD004112,CUST01103,2024-10-23,Beauty,318.58,5,Completed,Email,Mobile,Bandung,Loyal
ORD004113,CUST01103,2024-03-31,Books,313.36,4,Returned,Direct,Mobile,Bandung,Loyal
ORD004114,CUST01103,2024-06-15,Electronics,152.3,5,Completed,Email,Mobile,Bandung,Loyal
ORD004115,CUST01105,2024-02-04,Apparel,272.84,5,Completed,Direct,Mobile,Palembang,Loyal
ORD004116,CUST01105,2024-09-19,Home & Garden,332.41,2,Completed,Organic,Desktop,Palembang,Loyal
ORD004117,CUST01105,2024-01-20,Electronics,288.7,5,Returned,Social Media,Mobile,Palembang,Loyal
ORD004118,CUST01105,2024-12-23,Electronics,204.16,3,Completed,Paid Search,Mobile,Palembang,Loyal
ORD004119,CUST01105,2024-11-19,Apparel,244.01,2,Completed,Social Media,Desktop,Palembang,Loyal
ORD004120,CUST01105,2024-09-19,Apparel,330.05,2,Completed,Organic,Mobile,Palembang,Loyal
ORD004121,CUST01106,2024-04-01,Food & Drink,403.14,4,Returned,Paid Search,Mobile,Surabaya,Champions
ORD004122,CUST01106,2024-04-28,Home & Garden,224.84,3,Completed,Email,Mobile,Surabaya,Champions
ORD004123,CUST01106,2024-11-06,Beauty,418.96,5,Completed,Social Media,Tablet,Surabaya,Champions
ORD004124,CUST01106,2024-03-01,Apparel,502.0,4,Completed,Paid Search,Mobile,Surabaya,Champions
ORD004125,CUST01106,2024-12-24,Books,150.06,2,Returned,Paid Search,Desktop,Surabaya,Champions
ORD004126,CUST01106,2024-05-30,Home & Garden,478.7,1,Completed,Organic,Mobile,Surabaya,Champions
ORD004127,CUST01106,2024-09-04,Sports,291.1,4,Completed,Email,Mobile,Surabaya,Champions
ORD004128,CUST01106,2024-02-02,Electronics,381.06,2,Completed,Email,Mobile,Surabaya,Champions
ORD004129,CUST01106,2024-04-17,Apparel,537.01,2,Completed,Organic,Mobile,Surabaya,Champions
ORD004130,CUST01106,2024-11-29,Beauty,402.72,5,Completed,Email,Desktop,Surabaya,Champions
ORD004131,CUST01107,2024-10-24,Books,275.52,1,Completed,Paid Search,Desktop,Medan,Loyal
ORD004132,CUST01107,2024-03-08,Sports,339.05,5,Completed,Organic,Mobile,Medan,Loyal
ORD004133,CUST01107,2024-12-04,Home & Garden,170.07,3,Completed,Direct,Mobile,Medan,Loyal
ORD004134,CUST01107,2024-02-12,Apparel,245.62,2,Completed,Paid Search,Desktop,Medan,Loyal
ORD004135,CUST01107,2024-07-10,Electronics,112.12,2,Completed,Social Media,Mobile,Medan,Loyal
ORD004136,CUST01107,2024-11-03,Electronics,295.09,1,Completed,Social Media,Mobile,Medan,Loyal
ORD004137,CUST01107,2024-02-16,Beauty,327.3,3,Completed,Organic,Desktop,Medan,Loyal
ORD004138,CUST01108,2024-01-30,Food & Drink,387.5,2,Completed,Paid Search,Desktop,Jakarta,Champions
ORD004139,CUST01108,2024-03-04,Apparel,237.32,4,Returned,Organic,Desktop,Jakarta,Champions
ORD004140,CUST01108,2024-04-17,Sports,175.4,3,Completed,Social Media,Desktop,Jakarta,Champions
ORD004141,CUST01108,2024-10-31,Home & Garden,406.2,3,Completed,Paid Search,Mobile,Jakarta,Champions
ORD004142,CUST01108,2024-12-14,Electronics,427.87,3,Completed,Organic,Mobile,Jakarta,Champions
ORD004143,CUST01108,2024-11-20,Electronics,246.68,2,Completed,Organic,Desktop,Jakarta,Champions
ORD004144,CUST01108,2024-05-10,Food & Drink,388.0,4,Completed,Paid Search,Mobile,Jakarta,Champions
